지역,소재지,시공사,시행사,공공 및 민간 유형,임대 및 분양 유형,규모별(전용 제곱미터),총분양가구수,전월,당해월,분양 승인일,계약 마감일,준공(예정)일,준공여부,지구명,택지종류,데이터기준일
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,59.8382,201, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,59.9749,101, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.8442,552, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.8795,222, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.7544,149, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.8062,22, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.7462,49, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,101.7442,146, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,101.4761,148, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산261 외 44필지(힐스테이트 환호공원 1블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,  ,1590, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,59.8382,195, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,59.9749,169, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.8442,539, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.8795,112, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.7544,46, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.8062,14, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,84.7462,36, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,101.7442,183, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,101.4761,110, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 양덕동 산235 외 31필지(힐스테이트 환호공원 2블럭),현대건설(주)(1577-7755),(주)한국토지신탁(02-3451-1100),민간,분양,  ,1404, 비공개요청 , 비공개요청 ,2022-05-18,2022-07-05,2025-10-15,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 득량동 산19-8번지 일원(삼구 트리니엔 시그니처),"(주)삼구,삼구건설(주)(054-273-3009)",(주)삼구(054-273-3009),민간,분양,84.9993,375, 비공개요청 , 비공개요청 ,2022-06-14,2022-07-30,2025-11-05,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 득량동 산19-8번지 일원(삼구 트리니엔 시그니처),"(주)삼구,삼구건설(주)(054-273-3009)",(주)삼구(054-273-3009),민간,분양,84.9919,114, 비공개요청 , 비공개요청 ,2022-06-14,2022-07-30,2025-11-05,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 득량동 산19-8번지 일원(삼구 트리니엔 시그니처),"(주)삼구,삼구건설(주)(054-273-3009)",(주)삼구(054-273-3009),민간,분양,84.9942,54, 비공개요청 , 비공개요청 ,2022-06-14,2022-07-30,2025-11-05,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 득량동 산19-8번지 일원(삼구 트리니엔 시그니처),"(주)삼구,삼구건설(주)(054-273-3009)",(주)삼구(054-273-3009),민간,분양,84.9993,4, 비공개요청 , 비공개요청 ,2022-06-14,2022-07-30,2025-11-05,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 득량동 산19-8번지 일원(삼구 트리니엔 시그니처),"(주)삼구,삼구건설(주)(054-273-3009)",(주)삼구(054-273-3009),민간,분양,  ,547, 비공개요청 , 비공개요청 ,2022-06-14,2022-07-30,2025-11-05,준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,84.9253,418, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,84.9146,270, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,84.9409,148, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,84.9684,8, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,101.8942,138, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,101.9744,242, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,101.9361,76, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,101.9526,27, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,125.9389,104, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,169.9548,2, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학잠동 93-4번지 외 54필지(포항자이 애서턴),지에스건설(주)(02-2154-8403),한국투자부동산신탁주식회사(02-6420-1712),민간,분양,    ,1433, 비공개요청 , 비공개요청 ,2021-12-23,2022-03-10,2026-04-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학산동 산53-15번지 일원(학산 한신더휴 엘리트파크),한신공영(주)(031-334-5344),우리자산신탁(주)(051-714-2237),민간,분양,75.7328,294, 비공개요청 , 비공개요청 ,2022-12-09,2023-01-11,2026-05-31,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학산동 산53-15번지 일원(학산 한신더휴 엘리트파크),한신공영(주)(031-334-5344),우리자산신탁(주)(051-714-2237),민간,분양,80.7412,208, 비공개요청 , 비공개요청 ,2022-12-09,2023-01-11,2026-05-31,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학산동 산53-15번지 일원(학산 한신더휴 엘리트파크),한신공영(주)(031-334-5344),우리자산신탁(주)(051-714-2237),민간,분양,84.9239,619, 비공개요청 , 비공개요청 ,2022-12-09,2023-01-11,2026-05-31,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학산동 산53-15번지 일원(학산 한신더휴 엘리트파크),한신공영(주)(031-334-5344),우리자산신탁(주)(051-714-2237),민간,분양,107.4143,272, 비공개요청 , 비공개요청 ,2022-12-09,2023-01-11,2026-05-31,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학산동 산53-15번지 일원(학산 한신더휴 엘리트파크),한신공영(주)(031-334-5344),우리자산신탁(주)(051-714-2237),민간,분양,114.7858,62, 비공개요청 , 비공개요청 ,2022-12-09,2023-01-11,2026-05-31,미준공,,민간,2026-02-28
포항시,경상북도 포항시 북구 학산동 산53-15번지 일원(학산 한신더휴 엘리트파크),한신공영(주)(031-334-5344),우리자산신탁(주)(051-714-2237),민간,분양,  ,1455, 비공개요청 , 비공개요청 ,2022-12-09,2023-01-11,2026-05-31,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,84.513,432, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,84.8908,55, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,84.1259,126, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,127.8495,378, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,139.4748,4, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,178.8663,4, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 871번지 일원(힐스테이트 더샵 상생공원 1단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,,999, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
